Src	Eqid	Version	Datetime	Lat	Lon	Magnitude	Depth	NST	Region
nc	71960755	1	"Tuesday, March 26, 2013 10:28:30 UTC"	38.84	-122.82	1.4	2.7	28	Northern California
ak	10681359	1	"Tuesday, March 26, 2013 10:06:40 UTC"	64.2	-149.86	1.3	14.5	6	Central Alaska
us	b000fspq	6	"Tuesday, March 26, 2013 10:00:56 UTC"	-23.22	-68.9	4.6	96.5	54	"Antofagasta, Chile"
nc	71960740	2	"Tuesday, March 26, 2013 09:55:39 UTC"	35.65	-121.05	1	9.3	23	Central California
nc	71961685	2	"Tuesday, March 26, 2013 09:41:56 UTC"	40.4	-122.06	1.2	9.3	13	Northern California
uw	60512871	1	"Tuesday, March 26, 2013 09:32:12 UTC"	45.49	-125.9	2.2	5.4	31	off the coast of Oregon
pr	13085001	0	"Tuesday, March 26, 2013 09:32:00 UTC"	18.91	-64.55	3	5	4	Virgin Islands region
ak	10681545	2	"Tuesday, March 26, 2013 09:28:56 UTC"	63.5	-151.08	1.7	13.9	19	Central Alaska
ak	10681347	2	"Tuesday, March 26, 2013 09:25:11 UTC"	50.41	-177.44	2.4	34.9	16	"Andreanof Islands, Aleutian Islands, Alaska"
ci	11272706	2	"Tuesday, March 26, 2013 08:28:30 UTC"	34.78	-118.92	1.2	15.3	13	Southern California
hv	60482671	1	"Tuesday, March 26, 2013 08:15:05 UTC"	19.44	-155.19	1.9	5	8	"Island of Hawaii, Hawaii"
ak	10681334	1	"Tuesday, March 26, 2013 07:33:49 UTC"	63.37	-149.28	2.7	95.7	47	Central Alaska
ak	10681331	1	"Tuesday, March 26, 2013 07:31:59 UTC"	62.88	-148.31	2	50.9	26	Central Alaska
us	b000fsmt	6	"Tuesday, March 26, 2013 07:31:18 UTC"	-25.52	179.96	4.6	487.1	46	south of the Fiji Islands
ak	10681329	2	"Tuesday, March 26, 2013 07:23:12 UTC"	52.03	-173.56	2.8	49.6	15	"Andreanof Islands, Aleutian Islands, Alaska"
ci	11272650	2	"Tuesday, March 26, 2013 07:16:22 UTC"	36.16	-118.07	2.2	1.9	31	Central California
ak	10681323	2	"Tuesday, March 26, 2013 07:14:18 UTC"	51.82	179.97	2.2	9.8	16	"Rat Islands, Aleutian Islands, Alaska"
nc	71960715	2	"Tuesday, March 26, 2013 07:10:40 UTC"	37.78	-119	1.7	3.5	23	Central California
ci	11272626	2	"Tuesday, March 26, 2013 07:09:00 UTC"	33.47	-116.46	1.1	9.4	35	Southern California
ci	11272618	2	"Tuesday, March 26, 2013 07:06:11 UTC"	32.99	-116.23	1.2	9.2	37	Southern California
nc	71960695	3	"Tuesday, March 26, 2013 06:46:12 UTC"	39.47	-123.32	1.5	8.3	17	Northern California
us	b000fsm7	5	"Tuesday, March 26, 2013 06:16:46 UTC"	-17.66	-178.81	4.5	544.2	45	Fiji region
ak	10681310	1	"Tuesday, March 26, 2013 06:05:25 UTC"	63.46	-151.21	2	0	15	Central Alaska
uu	60017017	2	"Tuesday, March 26, 2013 05:52:02 UTC"	39.41	-111.21	1.2	2.3	7	Utah
uu	60017012	2	"Tuesday, March 26, 2013 05:27:19 UTC"	39.41	-111.21	1.4	2.2	5	Utah
ak	10681300	1	"Tuesday, March 26, 2013 05:03:20 UTC"	63.48	-147.98	1.1	0.4	7	Central Alaska
ci	11272578	2	"Tuesday, March 26, 2013 04:53:16 UTC"	34.72	-116.29	1.2	5.8	12	Southern California
ci	11272570	3	"Tuesday, March 26, 2013 04:36:13 UTC"	32.27	-115.28	2.4	6	17	"Baja California, Mexico"
ak	10681289	2	"Tuesday, March 26, 2013 04:30:06 UTC"	60.92	-150.86	3.5	14.9	57	"Kenai Peninsula, Alaska"
nn	407393	1	"Tuesday, March 26, 2013 04:29:10 UTC"	38.03	-118.05	1.1	8.3	12	Nevada
us	b000fsld	5	"Tuesday, March 26, 2013 04:26:20 UTC"	11.1	93.51	4.5	136.3	30	"Andaman Islands, India region"
ci	11272562	1	"Tuesday, March 26, 2013 04:22:31 UTC"	35.57	-118.52	1.3	1.4	14	Central California
ci	11272554	1	"Tuesday, March 26, 2013 04:19:34 UTC"	32.65	-115.69	1.9	10.1	24	Southern California
nc	71960665	0	"Tuesday, March 26, 2013 04:18:52 UTC"	38.83	-122.78	1.2	2.2	10	Northern California
ak	10681284	2	"Tuesday, March 26, 2013 04:17:31 UTC"	51.82	-179.9	4.3	7.7	25	"Andreanof Islands, Aleutian Islands, Alaska"
ci	11272546	1	"Tuesday, March 26, 2013 04:15:15 UTC"	35.93	-117.67	1.2	2.2	16	Central California
uu	60017002	2	"Tuesday, March 26, 2013 04:01:55 UTC"	39.41	-111.2	1.7	1.6	7	Utah
nc	71960650	3	"Tuesday, March 26, 2013 03:53:14 UTC"	37.57	-118.99	1.8	3.1	43	Central California
ci	11272530	2	"Tuesday, March 26, 2013 03:50:53 UTC"	36.45	-117.04	1.3	12.1	11	Central California
ci	11272522	1	"Tuesday, March 26, 2013 03:46:54 UTC"	35.57	-118.53	1.3	2.3	17	Central California
ci	11272514	4	"Tuesday, March 26, 2013 03:30:11 UTC"	35.56	-118.52	1	1.9	9	Central California
uu	60016997	2	"Tuesday, March 26, 2013 03:23:25 UTC"	39.42	-111.21	1.4	3.7	6	Utah
ak	10681269	2	"Tuesday, March 26, 2013 03:18:56 UTC"	62.09	-147.99	3.3	31.4	71	Central Alaska
nc	71960635	3	"Tuesday, March 26, 2013 02:58:00 UTC"	39.62	-120	1.2	5.2	22	Northern California
nc	71960630	0	"Tuesday, March 26, 2013 02:50:14 UTC"	36.65	-121.27	1.4	4.9	9	Central California
ci	11272498	1	"Tuesday, March 26, 2013 02:39:26 UTC"	33.94	-116.99	1.4	17.5	48	Southern California
ci	11272482	1	"Tuesday, March 26, 2013 02:15:37 UTC"	34	-117.18	1	3.9	30	"Greater Los Angeles area, California"
ak	10681255	1	"Tuesday, March 26, 2013 01:56:20 UTC"	63.21	-144.81	2.2	0	18	Central Alaska
ak	10681254	1	"Tuesday, March 26, 2013 01:49:56 UTC"	63.67	-148.73	1.7	124.1	6	Central Alaska
nn	407378	1	"Tuesday, March 26, 2013 01:25:47 UTC"	37.12	-116.93	1.5	7.4	19	Nevada
pr	13085000	0	"Tuesday, March 26, 2013 01:23:17 UTC"	18.74	-64.37	2.6	77	4	"Anegada, British Virgin Islands"
uu	60016992	2	"Tuesday, March 26, 2013 01:03:22 UTC"	39.43	-111.21	1.2	1.6	9	Utah
ci	11272458	1	"Tuesday, March 26, 2013 00:44:12 UTC"	32.44	-115.57	1.8	14.6	14	"Baja California, Mexico"
us	b000fti2	4	"Tuesday, March 26, 2013 00:34:26 UTC"	35.61	-97.22	2.2	5	0	Oklahoma
ci	11272434	1	"Tuesday, March 26, 2013 00:20:34 UTC"	34.02	-117.21	1.2	15.4	40	"Greater Los Angeles area, California"
ci	37109620	1	"Tuesday, March 26, 2013 00:20:34 UTC"	34.01	-117.21	1.1	17	19	"Greater Los Angeles area, California"
ak	10682552	2	"Monday, March 25, 2013 23:56:17 UTC"	62.34	-151.17	1.4	87.5	20	Central Alaska
ci	11272418	0	"Monday, March 25, 2013 23:55:22 UTC"	35.94	-117.64	1	3	12	Central California
uu	60016987	2	"Monday, March 25, 2013 23:52:30 UTC"	42.41	-111.48	1.1	9.4	9	southern Idaho
us	2013nea6	6	"Monday, March 25, 2013 23:42:02 UTC"	13.46	-89.97	4.3	90.1	23	offshore El Salvador
ci	11272386	1	"Monday, March 25, 2013 23:07:04 UTC"	35.93	-117.66	1.9	1.8	25	Central California
us	b000fshy	6	"Monday, March 25, 2013 23:02:14 UTC"	14.59	-90.42	6.2	200.5	85	Guatemala
pr	13084007	0	"Monday, March 25, 2013 23:02:05 UTC"	18.09	-67.18	1.6	26	3	Puerto Rico
ak	10682551	2	"Monday, March 25, 2013 22:59:54 UTC"	64.98	-147.35	1.6	0	20	Central Alaska
ak	10681074	1	"Monday, March 25, 2013 22:59:54 UTC"	64.98	-147.38	1.8	0.1	14	Central Alaska
nc	71960585	0	"Monday, March 25, 2013 22:57:30 UTC"	36.49	-121.07	1.4	3.9	8	Central California
ci	11272370	3	"Monday, March 25, 2013 22:48:39 UTC"	33.73	-116.03	1.6	0.2	31	Southern California
ak	10682550	2	"Monday, March 25, 2013 22:32:33 UTC"	61.99	-150.84	1.3	11.3	20	Southern Alaska
ak	10681054	3	"Monday, March 25, 2013 22:31:54 UTC"	53.07	-173.72	2.6	25.2	20	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10681045	2	"Monday, March 25, 2013 22:17:58 UTC"	63.11	-149.78	1.5	90.4	35	Central Alaska
mb	13800390	2	"Monday, March 25, 2013 22:11:39 UTC"	48.4	-114.26	2.3	12.3	26	western Montana
us	b000fsh5	3	"Monday, March 25, 2013 22:08:13 UTC"	35.96	11.55	4.1	15.7	16	Tunisia
ak	10681035	2	"Monday, March 25, 2013 22:04:15 UTC"	62.38	-148.33	1.2	3	23	Central Alaska
nc	71960565	3	"Monday, March 25, 2013 22:02:45 UTC"	40.48	-124.2	2.2	21	27	Northern California
uw	60512696	1	"Monday, March 25, 2013 21:59:01 UTC"	48.52	-122.71	1.1	59.1	13	"San Juan Islands region, Washington"
ak	10681025	2	"Monday, March 25, 2013 21:54:29 UTC"	60.73	-150.33	2.2	40.1	43	"Kenai Peninsula, Alaska"
pr	13084006	0	"Monday, March 25, 2013 21:17:27 UTC"	18.13	-67.02	1.6	13	3	Puerto Rico
ci	15314273	1	"Monday, March 25, 2013 21:08:33 UTC"	32.3	-115.31	1.9	8.5	8	"Baja California, Mexico"
uw	60512661	1	"Monday, March 25, 2013 20:55:29 UTC"	42.6	-122.4	2.7	4.3	28	Oregon
us	b000fsfg	9	"Monday, March 25, 2013 20:55:18 UTC"	35.59	24.72	4.5	81.5	64	"Crete, Greece"
ci	15314265	1	"Monday, March 25, 2013 20:52:51 UTC"	35.76	-118.44	1.5	7.4	27	Central California
hv	60482436	2	"Monday, March 25, 2013 20:32:14 UTC"	19.37	-155.43	2.1	9.2	42	"Island of Hawaii, Hawaii"
ci	15314257	1	"Monday, March 25, 2013 20:23:45 UTC"	33.51	-116.44	1.2	11.2	40	Southern California
nn	407325	1	"Monday, March 25, 2013 20:18:34 UTC"	38.02	-118.07	1.7	10.4	21	Nevada
uw	60512641	1	"Monday, March 25, 2013 20:02:59 UTC"	45.8	-122.44	1.6	0	11	Washington
ak	10680980	2	"Monday, March 25, 2013 20:02:47 UTC"	55.9	-155.51	4.6	5	123	south of Alaska
nc	71960525	3	"Monday, March 25, 2013 19:55:34 UTC"	35.72	-121.06	1.7	7	48	Central California
ak	10680965	2	"Monday, March 25, 2013 19:36:07 UTC"	61.73	-151.75	1.9	95.7	46	Southern Alaska
pr	13084005	0	"Monday, March 25, 2013 19:35:33 UTC"	18.77	-64.31	2.7	44	7	Virgin Islands region
nc	71960510	3	"Monday, March 25, 2013 19:34:02 UTC"	36.65	-121.27	1.9	5.3	52	Central California
ak	10680948	2	"Monday, March 25, 2013 19:19:47 UTC"	51.83	-173.53	2.5	21.6	20	"Andreanof Islands, Aleutian Islands, Alaska"
ci	15314241	1	"Monday, March 25, 2013 19:10:22 UTC"	33.15	-116.07	1.7	7.7	51	Southern California
ak	10680936	2	"Monday, March 25, 2013 19:07:47 UTC"	52.57	-169.18	2.3	23	13	"Fox Islands, Aleutian Islands, Alaska"
ak	10680928	2	"Monday, March 25, 2013 19:04:54 UTC"	57.56	-142.92	3	12	63	Gulf of Alaska
ak	10680919	2	"Monday, March 25, 2013 18:46:36 UTC"	59.8	-153.35	2	129.3	30	Southern Alaska
nc	71960475	1	"Monday, March 25, 2013 18:43:20 UTC"	37.85	-122.29	1.7	10.7	25	"San Francisco Bay area, California"
nc	71960480	3	"Monday, March 25, 2013 18:43:18 UTC"	39.62	-120.01	1.4	4.6	22	Northern California
hv	60482406	1	"Monday, March 25, 2013 18:35:21 UTC"	19.4	-155.28	1.7	1.3	14	"Island of Hawaii, Hawaii"
se	032513a	A	"Monday, March 25, 2013 18:34:36 UTC"	36.03	-83.85	2	15.7	10	eastern Tennessee
ci	15314217	2	"Monday, March 25, 2013 18:30:33 UTC"	33.66	-117.22	1.2	0	20	Southern California
uw	60512606	2	"Monday, March 25, 2013 18:28:02 UTC"	46.84	-121.76	1.7	1.6	21	"Mount Rainier area, Washington"
ak	10680889	2	"Monday, March 25, 2013 18:18:42 UTC"	63.41	-151.32	1.1	11.6	20	Central Alaska
uw	60512596	1	"Monday, March 25, 2013 18:05:04 UTC"	45.93	-119.93	1.8	0	14	Washington
nc	71960460	1	"Monday, March 25, 2013 18:03:46 UTC"	36.54	-121.03	1.9	7.3	23	Central California
ci	15314201	1	"Monday, March 25, 2013 17:46:14 UTC"	33.51	-116.47	1.1	14.4	9	Southern California
uw	60512591	1	"Monday, March 25, 2013 17:45:52 UTC"	46.4	-121.6	1	1.1	20	Washington
ci	15314193	2	"Monday, March 25, 2013 17:45:04 UTC"	33.51	-116.47	1	6.9	30	Southern California
ci	15314177	2	"Monday, March 25, 2013 17:30:21 UTC"	35.35	-117.89	1.4	8.8	33	Southern California
ak	10680834	2	"Monday, March 25, 2013 17:25:00 UTC"	55.18	-160.65	2.8	3	18	Alaska Peninsula
nc	71960435	0	"Monday, March 25, 2013 17:23:48 UTC"	37.48	-118.84	1.3	8.6	17	Central California
nc	71960420	1	"Monday, March 25, 2013 17:11:33 UTC"	38.78	-122.73	1.9	1.7	29	Northern California
nc	71960415	2	"Monday, March 25, 2013 17:01:59 UTC"	40.67	-122.32	1.8	25.5	14	Northern California
us	2013neaw	4	"Monday, March 25, 2013 16:58:26 UTC"	50.71	160.18	4.6	10	83	east of the Kuril Islands
uw	60512581	1	"Monday, March 25, 2013 16:42:40 UTC"	42.61	-122.4	1.6	9.2	18	Oregon
nc	71960395	0	"Monday, March 25, 2013 16:41:09 UTC"	38.81	-122.82	1.3	4.4	13	Northern California
ci	15314145	2	"Monday, March 25, 2013 16:23:55 UTC"	34.6	-117.27	1.3	0	10	Southern California
us	2013neav	7	"Monday, March 25, 2013 16:18:13 UTC"	-22.23	-68.4	4.6	114.8	127	"Antofagasta, Chile"
ak	10680797	2	"Monday, March 25, 2013 16:12:58 UTC"	51.83	-174.39	2	13.1	18	"Andreanof Islands, Aleutian Islands, Alaska"
nc	71960380	3	"Monday, March 25, 2013 16:09:41 UTC"	40.29	-124.37	2.2	23	20	offshore Northern California
ak	10680788	3	"Monday, March 25, 2013 15:59:28 UTC"	51.66	-178.38	3.8	78.3	27	"Andreanof Islands, Aleutian Islands, Alaska"
nc	71960370	1	"Monday, March 25, 2013 15:47:06 UTC"	37.48	-118.84	1.5	8.7	24	Central California
us	2013neau	3	"Monday, March 25, 2013 15:35:51 UTC"	-6.47	129.87	4.4	176.2	10	Banda Sea
ak	10682535	2	"Monday, March 25, 2013 15:32:11 UTC"	62.56	-152.15	1.5	123.4	25	Central Alaska
ci	15314089	2	"Monday, March 25, 2013 14:59:43 UTC"	33.35	-116.83	1	6.4	38	Southern California
ak	10682534	2	"Monday, March 25, 2013 14:57:25 UTC"	63.13	-151.52	1.1	13.9	19	Central Alaska
ak	10680768	2	"Monday, March 25, 2013 14:42:13 UTC"	63.27	-150.41	1.3	118.9	17	Central Alaska
ak	10682532	2	"Monday, March 25, 2013 14:32:10 UTC"	63.61	-148.41	1.1	83.2	20	Central Alaska
nc	71960350	3	"Monday, March 25, 2013 14:24:59 UTC"	38.55	-119.61	2.6	10.5	54	Northern California
nc	71960345	3	"Monday, March 25, 2013 14:19:15 UTC"	36.65	-121.27	2.5	5.4	74	Central California
ci	15314041	2	"Monday, March 25, 2013 14:17:50 UTC"	32.38	-115.21	2.4	10.7	9	"Baja California, Mexico"
ak	10680760	2	"Monday, March 25, 2013 14:10:06 UTC"	64.25	-149.99	1.2	17.6	21	Central Alaska
ak	10680756	2	"Monday, March 25, 2013 13:56:31 UTC"	66.37	-157.33	2.6	25	26	northern Alaska
ak	10680750	2	"Monday, March 25, 2013 13:49:17 UTC"	64.64	-146.87	1.6	5	32	Central Alaska
ci	15314017	1	"Monday, March 25, 2013 13:40:03 UTC"	34.49	-118.06	1.2	11.5	21	Southern California
nc	71960340	1	"Monday, March 25, 2013 13:33:56 UTC"	38.81	-122.82	1.9	3.4	34	Northern California
ci	15314009	1	"Monday, March 25, 2013 13:31:28 UTC"	34	-117.17	1.6	4.4	71	"Greater Los Angeles area, California"
ci	15314001	1	"Monday, March 25, 2013 13:23:17 UTC"	34.05	-117.85	1	10.7	15	"Greater Los Angeles area, California"
ak	10680740	2	"Monday, March 25, 2013 12:52:46 UTC"	66.34	-149.99	1.6	8.3	15	northern Alaska
nc	71960330	0	"Monday, March 25, 2013 12:51:18 UTC"	36.96	-121.42	1.1	6.4	13	Central California
mb	13129180	2	"Monday, March 25, 2013 12:43:22 UTC"	47.03	-112.92	1.7	9.1	28	western Montana
ak	10682526	2	"Monday, March 25, 2013 12:34:02 UTC"	63.15	-150.38	1.2	112.1	16	Central Alaska
us	b000fs80	6	"Monday, March 25, 2013 12:28:50 UTC"	33.33	95.39	4.5	10	30	"southern Qinghai, China"
ak	10680729	2	"Monday, March 25, 2013 12:24:33 UTC"	63.53	-147.5	1	10.4	24	Central Alaska
ak	10682524	2	"Monday, March 25, 2013 12:23:11 UTC"	53.56	-167.09	1.3	13.6	14	"Fox Islands, Aleutian Islands, Alaska"
ak	10682523	2	"Monday, March 25, 2013 12:17:17 UTC"	53.57	-167.08	1.1	11.4	14	"Fox Islands, Aleutian Islands, Alaska"
nc	71960320	3	"Monday, March 25, 2013 12:13:18 UTC"	39.79	-123.5	1.7	8.6	27	Northern California
ak	10680725	2	"Monday, March 25, 2013 12:10:52 UTC"	63.05	-150.91	1.6	114.3	34	Central Alaska
ak	10680721	2	"Monday, March 25, 2013 12:07:17 UTC"	62.84	-148.52	1.6	62.1	42	Central Alaska
nn	407241	1	"Monday, March 25, 2013 12:05:09 UTC"	37.3	-117.05	1.3	12.9	12	Nevada
ak	10682520	2	"Monday, March 25, 2013 12:00:57 UTC"	59.72	-153.51	2.2	122.6	33	Southern Alaska
us	b000fs7c	7	"Monday, March 25, 2013 11:54:55 UTC"	-11.49	117.18	5.2	10	51	"south of Sumbawa, Indonesia"
ak	10680720	2	"Monday, March 25, 2013 11:47:05 UTC"	59.82	-153.33	2.2	129.7	45	Southern Alaska
nc	71960310	3	"Monday, March 25, 2013 11:31:15 UTC"	36.65	-121.27	2.4	5.3	72	Central California
pr	13084004	0	"Monday, March 25, 2013 11:28:15 UTC"	17.95	-65.7	2.6	12	3	Puerto Rico region
nc	71960305	3	"Monday, March 25, 2013 11:28:12 UTC"	36.65	-121.27	2.6	5.5	75	Central California
ak	10680712	2	"Monday, March 25, 2013 11:24:19 UTC"	61.38	-146.87	1.4	19.2	26	Southern Alaska
ak	10680708	2	"Monday, March 25, 2013 11:14:20 UTC"	62.24	-150.67	1.8	61.1	44	Central Alaska
ak	10682516	2	"Monday, March 25, 2013 10:53:53 UTC"	63.05	-150.57	1.3	97.5	20	Central Alaska
nc	71960275	0	"Monday, March 25, 2013 10:29:24 UTC"	38.84	-122.8	1	2.6	17	Northern California
ak	10680697	2	"Monday, March 25, 2013 10:24:50 UTC"	64.91	-149.16	1.6	12.3	28	Central Alaska
ak	10680694	2	"Monday, March 25, 2013 10:20:57 UTC"	62.35	-147.36	1.5	49.4	27	Central Alaska
nc	71960250	3	"Monday, March 25, 2013 10:20:28 UTC"	38.83	-122.8	2.7	2.9	78	Northern California
nc	71960245	3	"Monday, March 25, 2013 10:16:05 UTC"	38.83	-122.81	1.8	2.9	55	Northern California
nc	71960230	1	"Monday, March 25, 2013 09:37:07 UTC"	38.81	-122.81	1.7	2.4	24	Northern California
ci	15313905	1	"Monday, March 25, 2013 09:36:09 UTC"	33.03	-116.44	1.1	9.5	40	Southern California
ak	10682513	2	"Monday, March 25, 2013 09:22:55 UTC"	54.65	-161.24	1.7	39	9	Alaska Peninsula
nc	71960220	2	"Monday, March 25, 2013 09:17:40 UTC"	35.89	-120.05	1.3	6.4	25	Central California
uw	60512546	1	"Monday, March 25, 2013 09:16:39 UTC"	48.53	-119.92	1.6	2.3	9	Washington
ak	10682511	2	"Monday, March 25, 2013 09:12:23 UTC"	62.9	-150.99	1.3	104.4	18	Central Alaska
ak	10680681	2	"Monday, March 25, 2013 09:07:20 UTC"	64.26	-149.87	1.8	5	33	Central Alaska
us	b000fs6h	8	"Monday, March 25, 2013 08:30:02 UTC"	3.02	125.64	5	140.8	60	"Kepulauan Sangihe, Indonesia"
nc	71960205	0	"Monday, March 25, 2013 08:18:27 UTC"	37.63	-118.92	1.1	8.8	15	"Long Valley area, California"
nc	71960200	0	"Monday, March 25, 2013 08:17:36 UTC"	38.81	-122.78	1.2	0	18	Northern California
nc	71960195	0	"Monday, March 25, 2013 08:13:59 UTC"	37.64	-118.92	1.1	8.4	14	"Long Valley area, California"
pr	13084003	0	"Monday, March 25, 2013 08:05:48 UTC"	19.43	-65.75	2.7	60	7	Puerto Rico region
ak	10682509	2	"Monday, March 25, 2013 08:03:58 UTC"	53.26	-166.86	1.5	22.2	15	"Fox Islands, Aleutian Islands, Alaska"
nc	71960180	0	"Monday, March 25, 2013 07:55:34 UTC"	38.76	-122.95	1.5	0.7	8	Northern California
ci	15313889	2	"Monday, March 25, 2013 07:48:27 UTC"	33.15	-115.64	1	0	23	Southern California
us	b000fs68	4	"Monday, March 25, 2013 07:40:38 UTC"	-10.91	113.83	4.2	44.5	23	"south of Java, Indonesia"
ak	10680662	2	"Monday, March 25, 2013 07:26:55 UTC"	63.53	-150.87	1.4	8.8	29	Central Alaska
ak	10682507	2	"Monday, March 25, 2013 07:06:36 UTC"	60.98	-152.38	1.8	115.9	26	Southern Alaska
ak	10680656	2	"Monday, March 25, 2013 07:01:04 UTC"	61.39	-146.82	1.6	15	34	Southern Alaska
nn	407234	1	"Monday, March 25, 2013 06:56:08 UTC"	39.18	-119.88	1.4	12.9	20	Nevada
ak	10680654	2	"Monday, March 25, 2013 06:55:14 UTC"	60.92	-150.82	1.4	27.1	23	"Kenai Peninsula, Alaska"
nn	407232	1	"Monday, March 25, 2013 06:46:54 UTC"	39.42	-119.85	1	10.6	22	Nevada
ci	15313857	1	"Monday, March 25, 2013 06:46:33 UTC"	33.5	-116.42	1.2	9.4	48	Southern California
nn	407231	1	"Monday, March 25, 2013 06:29:30 UTC"	39.42	-119.85	2	9.9	20	Nevada
nn	407230	1	"Monday, March 25, 2013 06:28:59 UTC"	39.42	-119.85	1.3	8.8	20	Nevada
us	b000fs5m	5	"Monday, March 25, 2013 06:27:35 UTC"	15.89	-93.98	4.1	78.4	29	"offshore Chiapas, Mexico"
ak	10682504	2	"Monday, March 25, 2013 06:25:54 UTC"	63.06	-149.11	1.1	87.3	18	Central Alaska
nn	407227	1	"Monday, March 25, 2013 06:19:19 UTC"	38.94	-118.74	1.3	11.3	12	Nevada
ak	10682503	2	"Monday, March 25, 2013 05:55:57 UTC"	61.74	-146.88	1.3	29.3	27	Southern Alaska
nc	71960110	1	"Monday, March 25, 2013 05:55:43 UTC"	38.81	-122.82	1.5	2.6	26	Northern California
us	b000fs5g	5	"Monday, March 25, 2013 05:55:05 UTC"	-59.61	-26.38	5.1	10	24	South Sandwich Islands region
pr	13084002	0	"Monday, March 25, 2013 05:47:13 UTC"	18.88	-66.8	2.7	16	13	Puerto Rico region
us	b000fs5c	6	"Monday, March 25, 2013 05:25:29 UTC"	-16.61	-171.84	5.2	10	43	Samoa Islands region
ak	10680617	2	"Monday, March 25, 2013 05:10:48 UTC"	62.17	-150.37	1.9	7.5	41	Central Alaska
ak	10682501	2	"Monday, March 25, 2013 04:57:00 UTC"	62.25	-151.07	1.4	81.6	24	Central Alaska
ci	15313817	2	"Monday, March 25, 2013 04:46:39 UTC"	34	-117.17	1	4.8	26	"Greater Los Angeles area, California"
nc	71960080	2	"Monday, March 25, 2013 04:44:19 UTC"	39.4	-123.26	1.3	8.9	11	Northern California
hv	60482256	2	"Monday, March 25, 2013 04:41:23 UTC"	19.36	-155.23	2.3	3.3	17	"Island of Hawaii, Hawaii"
pr	13084001	0	"Monday, March 25, 2013 04:36:02 UTC"	18.29	-69.06	4	99	28	Dominican Republic region
us	b000fs56	5	"Monday, March 25, 2013 04:35:19 UTC"	-17.91	-178.54	4.2	590.2	34	Fiji region
ci	15313801	2	"Monday, March 25, 2013 04:32:55 UTC"	33.5	-116.46	1.1	10.4	36	Southern California
nc	71960070	3	"Monday, March 25, 2013 04:31:07 UTC"	36.28	-120.41	1.6	10	42	Central California
nc	71960055	0	"Monday, March 25, 2013 04:07:03 UTC"	38.8	-122.81	1	2.1	18	Northern California
us	b000fs4y	6	"Monday, March 25, 2013 03:59:52 UTC"	-17.66	-178.41	5.2	539.7	46	Fiji region
nc	71960050	3	"Monday, March 25, 2013 03:58:22 UTC"	38.83	-122.8	1.5	2.1	53	Northern California
nc	71960045	3	"Monday, March 25, 2013 03:54:22 UTC"	39.62	-120.01	1.2	4.5	21	Northern California
nc	71960035	0	"Monday, March 25, 2013 03:50:16 UTC"	38.83	-122.8	1.2	2.6	21	Northern California
nn	407209	1	"Monday, March 25, 2013 03:38:23 UTC"	39.42	-119.85	1	10.4	20	Nevada
ak	10682500	2	"Monday, March 25, 2013 03:32:08 UTC"	62.87	-150.91	1.2	98	22	Central Alaska
ak	10680574	2	"Monday, March 25, 2013 03:24:19 UTC"	54.03	-163.54	2.4	49.4	26	"Unimak Island region, Alaska"
nc	71960020	3	"Monday, March 25, 2013 03:22:47 UTC"	39.62	-120.01	1.1	4.6	18	Northern California
ak	10682498	2	"Monday, March 25, 2013 03:19:48 UTC"	63.63	-149.71	1.3	123.2	18	Central Alaska
nc	71960015	0	"Monday, March 25, 2013 03:18:00 UTC"	39.62	-120	1.7	5.2	16	Northern California
ak	10680567	2	"Monday, March 25, 2013 03:16:48 UTC"	60.48	-149.55	1.6	21.4	23	"Kenai Peninsula, Alaska"
nc	71960010	1	"Monday, March 25, 2013 03:04:40 UTC"	38.83	-122.8	1.4	2.5	24	Northern California
ci	15313793	2	"Monday, March 25, 2013 03:03:30 UTC"	35.25	-118.52	1.2	9.4	24	Central California
us	b000fs4s	5	"Monday, March 25, 2013 02:17:56 UTC"	51.52	-177.16	4.2	47.4	60	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10682495	2	"Monday, March 25, 2013 02:09:44 UTC"	63.17	-149.75	1.2	92	18	Central Alaska
nn	407189	1	"Monday, March 25, 2013 02:02:55 UTC"	39.62	-120.01	1	6.7	19	Northern California
ak	10682494	2	"Monday, March 25, 2013 02:00:41 UTC"	62.78	-149.41	1.1	73	14	Central Alaska
nc	71959990	5	"Monday, March 25, 2013 01:57:32 UTC"	35.15	-120.89	1.2	5	29	offshore Central California
nc	71959975	2	"Monday, March 25, 2013 01:40:18 UTC"	39.26	-123.2	1.3	7	16	Northern California
ak	10682493	2	"Monday, March 25, 2013 01:39:57 UTC"	62.63	-148.55	1	11.8	22	Central Alaska
nc	71959955	0	"Monday, March 25, 2013 01:19:02 UTC"	37.63	-118.92	1	8.4	13	"Long Valley area, California"
ak	10680533	3	"Monday, March 25, 2013 01:16:00 UTC"	62.63	-148.54	3.3	5.5	78	Central Alaska
nc	71959950	0	"Monday, March 25, 2013 01:15:46 UTC"	38.75	-122.72	1	1.6	11	Northern California
nc	71959940	0	"Monday, March 25, 2013 01:05:47 UTC"	38.85	-122.81	1	1.2	5	Northern California
ak	10680528	2	"Monday, March 25, 2013 01:05:14 UTC"	60.94	-150.85	1.6	15	28	"Kenai Peninsula, Alaska"
nn	407172	1	"Monday, March 25, 2013 00:56:43 UTC"	39.42	-119.85	1.8	10.1	24	Nevada
